streams_totalplay_corr,streams_spotifyplay_corr,streams_dance_corr,streams_appleplay_corr,streams_deezerplay_corr,streams_valence_corr,steams_energy_corr,streams_acousticness_corr,streams_instrumentalness_corr,streams_liveness_corr,streams_speechiness_corr,streams_bpm_corr
0.783245010954737,0.79004209924712,-0.10556527471495214,0.77344315895060678,0.59828878426591914,-0.041632481511413376,-0.025926980141228052,-0.00499951659872572,-0.044165554429157462,-0.049473459482902521,-0.11275108357318445,-0.0023050669108382843
